,ID,TERMS (PT-NPT),RELATIONS,PT,MT,code,domain_code,domain
12486,6321,oil crop,,,5631 agricultural activity,5631,56,"56 agriculture, forestry and fisheries"
12487,3765,oil extraction,USE,extraction of oil,6616 oil industry,6616,66,6616 oil industry
12488,1414,oil industry,,,6616 oil industry,6616,66,6616 oil industry
12489,1271,oil mill,,,6031 agri-foodstuffs,6031,60,60 agri-foodstuffs
12490,2132,oil pipeline,,,4811 organisation of transport,4811,48,48 transport
12491,3766,oil platform,USE,offshore structure,6616 oil industry,6616,66,6616 oil industry
12492,3161,oil pollution,,,5216 deterioration of the environment,5216,52,52 environment
12493,3767,oil production,USE,petroleum production,6616 oil industry,6616,66,6616 oil industry
12494,3764,oil prospecting,USE,petroleum exploration,6616 oil industry,6616,66,6616 oil industry
12495,2886,oil refinery,USE,oil refining,6616 oil industry,6616,66,6616 oil industry
12496,2886,oil refining,,,6616 oil industry,6616,66,6616 oil industry
12497,6702,oil reserves,USE,oilfield,6616 oil industry,6616,66,6616 oil industry
12498,3766,oil rig,USE,offshore structure,6616 oil industry,6616,66,6616 oil industry
12499,2414,oil seed,USE,oleaginous plant,6006 plant product,6006,60,60 agri-foodstuffs
12500,6042,oil seed rape,,,6006 plant product,6006,60,60 agri-foodstuffs
12501,3161,oil slick,USE,oil pollution,5216 deterioration of the environment,5216,52,52 environment
12502,3161,oil spill,USE,oil pollution,5216 deterioration of the environment,5216,52,52 environment
12503,6044,oil substitute,USE,substitute fuel,6606 energy policy,6606,66,6606 energy policy
12504,4830,oil tanker,USE,tanker,4821 maritime and inland waterway transport,4821,48,48 transport
12505,4423,oil technology,,,6616 oil industry,6616,66,6616 oil industry
12506,3734,oil terminal,USE,storage of hydrocarbons,6616 oil industry,6616,66,6616 oil industry
12507,3782,oil-burning power station,USE,power plant,6621 electrical and nuclear industries,6621,66,6621 electrical and nuclear industries
12508,6702,oilfield,,,6616 oil industry,6616,66,6616 oil industry
12509,2333,old age,USE,elderly person,2816 demography and population,2816,28,28 social questions
12510,3751,old age pension,USE,pension scheme,2836 social protection,2836,28,28 social questions
12511,3358,old people's home,USE,social facilities,2836 social protection,2836,28,28 social questions
12512,2333,old person,USE,elderly person,2816 demography and population,2816,28,28 social questions
12513,2333,older people,USE,elderly person,2816 demography and population,2816,28,28 social questions
12514,4555,older worker,,,4411 labour market,4411,44,44 employment and working conditions
12515,2414,oleaginous plant,,,6006 plant product,6006,60,60 agri-foodstuffs
12516,1274,olefin,USE,hydrocarbon,6616 oil industry,6616,66,6616 oil industry
12517,6883,oligarchy,,,0406 political framework,0406,04,04 politics
12518,2134,oligopoly,,,4031 competition,4031,40,40 business and competition
12519,2135,oligopsony,,,4031 competition,4031,40,40 business and competition
12520,2136,olive,,,6006 plant product,6006,60,60 agri-foodstuffs
12521,1264,olive oil,,,6016 processed agricultural produce,6016,60,60 agri-foodstuffs
12522,2136,olive residue,USE,olive,6006 plant product,6006,60,60 agri-foodstuffs
12523,2131,olive-growing,,,5631 agricultural activity,5631,56,"56 agriculture, forestry and fisheries"
12524,1860,ombudsman,USE,mediator,0436 executive power and public service,0436,04,04 politics
12525,5358,on line data service,,,3236 information technology and data processing,3236,32,32 education and communications
12526,c_68ddcc11,on-demand economy,USE,collaborative economy,1621 economic structure,1621,16,16 economics
12527,c_31da5694,on-line health,USE,e-Health,2841 health,2841,28,28 social questions
12528,4359,on-line system,USE,information system,3231 information and information processing,3231,32,32 education and communications
12529,1073,on-the-job training,USE,in-service training,4406 employment,4406,44,44 employment and working conditions
12530,1083,oncost,USE,overheads,4026 accounting,4026,40,40 business and competition
12531,2340,one person household,,,2816 demography and population,2816,28,28 social questions
12532,3336,one-armed bandit,USE,automatic game,2826 social affairs,2826,28,28 social questions
12533,824,one-man business,USE,sole proprietorship,4011 business classification,4011,40,40 business and competition
12534,3301,one-parent family,,,2806 family,2806,28,28 social questions
12535,2263,one-party system,,,0406 political framework,0406,04,04 politics
12536,1603,onion,USE,bulb vegetable,6006 plant product,6006,60,60 agri-foodstuffs
12537,6894,online administration,USE,electronic government,0436 executive power and public service,0436,04,04 politics
12538,3248,online banking,USE,electronic banking,2416 financial institutions and credit,2416,24,24 finance
12539,6089,online commerce,USE,electronic commerce,2031 marketing,2031,20,20 trade
12540,443345,online community,USE,virtual community,3226 communications,3226,32,32 education and communications
12541,c_471a61cf,online contract,USE,digital contract,1211 civil law,1211,12,12 law
12542,c_34242feb,online game,,,2826 social affairs,2826,28,28 social questions
12543,c_31da5694,online health,USE,e-Health,2841 health,2841,28,28 social questions
12544,c_95b02746,online platform worker,,,4411 labour market,4411,44,44 employment and working conditions
12545,c_6f7bbe63,online single market,USE,digital single market,1016 European construction,1016,10,1016 european construction
12546,c_95b02746,online worker,USE,online platform worker,4411 labour market,4411,44,44 employment and working conditions
12547,762,only child,,,2806 family,2806,28,28 social questions
12548,5809,onus of proof,USE,proof,1221 justice,1221,12,12 law
12549,3309,oocyte donation,USE,test tube fertilisation,2806 family,2806,28,28 social questions
12550,435228,open access journal,USE,open access publishing,3226 communications,3226,32,32 education and communications
12551,435228,open access publication,USE,open access publishing,3226 communications,3226,32,32 education and communications
12552,435228,open access publishing,,,3226 communications,3226,32,32 education and communications
12553,435228,open archives initiative,USE,open access publishing,3226 communications,3226,32,32 education and communications
12554,4765,open ballot,,,0416 electoral procedure and voting,0416,04,04 politics
12555,8418,open consultation,USE,public consultation,3226 communications,3226,32,32 education and communications
12556,c_5ea6e5c4,open data,,,3231 information and information processing,3231,32,32 education and communications
12557,8418,open debate,USE,public consultation,3226 communications,3226,32,32 education and communications
12558,8418,open discussion,USE,public consultation,3226 communications,3226,32,32 education and communications
12559,c_243b7be2,open educational resources,,,3216 organisation of teaching,3216,32,32 education and communications
12560,c_5ea6e5c4,open government data,USE,open data,3231 information and information processing,3231,32,32 education and communications
12561,1077,open hearth furnace,USE,furnace,6821 mechanical engineering,6821,68,68 industry
12562,c_20f6ad03,open innovation,,,6416 research and intellectual property,6416,64,"64 production, technology and research"
12563,c_99a79cea,open knowledge,USE,open science,6416 research and intellectual property,6416,64,"64 production, technology and research"
12564,1808,open market,,,2411 monetary economics,2411,24,24 finance
12565,7930,open method of coordination,,,1011 European Union law,1011,10,1011 european union law
12566,877,open prison,USE,penal institution,1216 criminal law,1216,12,12 law
12567,c_99a79cea,open research,USE,open science,6416 research and intellectual property,6416,64,"64 production, technology and research"
12568,c_99a79cea,open science,,,6416 research and intellectual property,6416,64,"64 production, technology and research"
12569,435299,open source software,,,3236 information technology and data processing,3236,32,32 education and communications
12570,5684,open systems interconnection,USE,systems interconnection,3236 information technology and data processing,3236,32,32 education and communications
12571,5174,open university,,,3211 teaching,3211,32,32 education and communications
12572,812,open warehouse,USE,customs warehouse,2011 tariff policy,2011,20,20 trade
12573,2313,open-access school,USE,new educational methods,3206 education,3206,32,32 education and communications
12574,3749,open-cast pit,USE,mining operation,6611 coal and mining industries,6611,66,6611 coal and mining industries
12575,4195,open-ended investment company,USE,investment company,2416 financial institutions and credit,2416,24,24 finance
12576,4195,open-ended investment trust,USE,investment company,2416 financial institutions and credit,2416,24,24 finance
12577,178,open-market operations,USE,liquidity control,2411 monetary economics,2411,24,24 finance
12578,178,open-market policy,USE,liquidity control,2411 monetary economics,2411,24,24 finance
12579,5666,opening hours,USE,trading hours,2006 trade policy,2006,20,20 trade
12580,3465,opening of negotiations,USE,international negotiations,0806 international affairs,0806,08,08 international relations
12581,161,opening of tariff quota,USE,tariff quota,2011 tariff policy,2011,20,20 trade
12582,2810,opera,USE,performing arts,2831 culture and religion,2831,28,28 social questions
12583,63,operating account,USE,trading account,4026 accounting,4026,40,40 business and competition
12584,268,operating cost,,,4026 accounting,4026,40,40 business and competition
12585,3602,operating result,,,4026 accounting,4026,40,40 business and competition
12586,5919,operating system,,,3236 information technology and data processing,3236,32,32 education and communications
12587,5640,operation of the Institutions,,,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
12588,402,operational expenditure,,,2441 budget,2441,24,24 finance
12589,5579,operational expenditure (EU),,,1021 EU finance,1021,10,1021 eu finance
12590,5823,operational programme,,,1616 regions and regional policy,1616,16,16 economics
12591,4413,operational research,USE,management techniques,4021 management,4021,40,40 business and competition
12592,8447,ophthalmopathy,USE,eye disease,2841 health,2841,28,28 social questions
12593,4449,opinion,,,0426 parliamentary proceedings,0426,04,04 politics
12594,6284,opinion (EU),,,1011 European Union law,1011,10,1011 european union law
12595,445203,opinion of the Commission,,,1011 European Union law,1011,10,1011 european union law
12596,8489,opinion of the Committee of the Regions,USE,CoR opinion,1011 European Union law,1011,10,1011 european union law
12597,445228,opinion of the Council,,,1011 European Union law,1011,10,1011 european union law
12598,6285,opinion of the Court of Auditors,,,1011 European Union law,1011,10,1011 european union law
12599,4027,opinion of the Court of Justice (EU),,,1011 European Union law,1011,10,1011 european union law
12600,4027,opinion of the EC Court of Justice,USE,opinion of the Court of Justice (EU),1011 European Union law,1011,10,1011 european union law
12601,5129,opinion of the Economic and Social Committee,USE,ESC opinion,1011 European Union law,1011,10,1011 european union law
12602,5129,opinion of the European Economic and Social Committee,USE,ESC opinion,1011 European Union law,1011,10,1011 european union law
12603,4214,opinion poll,,,2821 social framework,2821,28,28 social questions
12604,2154,opposition,,,0431 politics and public safety,0431,04,04 politics
12605,5494,opt-out clause,,,1016 European construction,1016,10,1016 european construction
12606,6190,optical character recognition,,,3221 documentation,3221,32,32 education and communications
12607,3872,optical disc,USE,optical medium,3226 communications,3226,32,32 education and communications
12608,3860,optical fibre,USE,telecommunications equipment,3226 communications,3226,32,32 education and communications
12609,1413,optical industry,,,6821 mechanical engineering,6821,68,68 industry
12610,3872,optical medium,,,3226 communications,3226,32,32 education and communications
12611,6190,optical reading,USE,optical character recognition,3221 documentation,3221,32,32 education and communications
12612,5301,optical spectrometry,USE,spectrometry,3606 natural and applied sciences,3606,36,36 science
12613,2790,optician,USE,paramedical profession,2841 health,2841,28,28 social questions
12614,3292,optics,,,3606 natural and applied sciences,3606,36,36 science
12615,4413,optimization,USE,management techniques,4021 management,4021,40,40 business and competition
12616,5494,opting-out clause,USE,opt-out clause,1016 European construction,1016,10,1016 european construction
12617,c_18180cde,option contract,,,2421 free movement of capital,2421,24,24 finance
12618,c_18180cde,option market,USE,option contract,2421 free movement of capital,2421,24,24 finance
12619,2875,oral question,,,0421 parliament,0421,04,04 politics
12620,693,orange,USE,citrus fruit,6006 plant product,6006,60,60 agri-foodstuffs
12621,4674,orchard,,,5621 cultivation of agricultural land,5621,56,"56 agriculture, forestry and fisheries"
12622,6884,order of precedence,USE,protocol,0406 political framework,0406,04,04 politics
12623,6884,order of protocol,USE,protocol,0406 political framework,0406,04,04 politics
12624,2158,ordinance,,,1206 sources and branches of the law,1206,12,12 law
12625,1543,ordinary court of law,,,1226 organisation of the legal system,1226,12,12 law
12626,523,ordinary law,USE,civil law,1211 civil law,1211,12,12 law
12627,440238,ordinary legislative procedure,,,1011 European Union law,1011,10,1011 european union law
12628,4718,ordinary wine,USE,table wine,6021 beverages and sugar,6021,60,60 agri-foodstuffs
12629,2767,ore,USE,mining product,6611 coal and mining industries,6611,66,6611 coal and mining industries
12630,3747,ore deposit,,,6611 coal and mining industries,6611,66,6611 coal and mining industries
12631,4489,ore processing,,,6611 coal and mining industries,6611,66,6611 coal and mining industries
12632,4489,ore-reducing process,USE,ore processing,6611 coal and mining industries,6611,66,6611 coal and mining industries
12633,5292,organ bank,USE,organ transplant,2841 health,2841,28,28 social questions
12634,5292,organ donor,USE,organ transplant,2841 health,2841,28,28 social questions
12635,5292,organ graft,USE,organ transplant,2841 health,2841,28,28 social questions
12636,5292,organ transplant,,,2841 health,2841,28,28 social questions
12637,5055,organic acid,,,6811 chemistry,6811,68,68 industry
12638,c_f2c7a2f7,organic certification,,,2031 marketing,2031,20,20 trade
12639,3817,organic chemical,,,6811 chemistry,6811,68,68 industry
12640,3817,organic compound,USE,organic chemical,6811 chemistry,6811,68,68 industry
12641,568,organic farming,,,5621 cultivation of agricultural land,5621,56,"56 agriculture, forestry and fisheries"
12642,767,organic fertiliser,,,5626 means of agricultural production,5626,56,"56 agriculture, forestry and fisheries"
12643,767,organic fertilizer,USE,organic fertiliser,5626 means of agricultural production,5626,56,"56 agriculture, forestry and fisheries"
12644,5711,organic law,,,1206 sources and branches of the law,1206,12,12 law
12645,2537,organic pollution,,,5216 deterioration of the environment,5216,52,52 environment
12646,6790,organic product,,,6026 foodstuff,6026,60,60 agri-foodstuffs
12647,4189,organisation,,,4016 legal form of organisations,4016,40,40 business and competition
12648,2165,organisation chart,,,4021 management,4021,40,40 business and competition
12649,2186,organisation of elections,,,0416 electoral procedure and voting,0416,04,04 politics
12650,2476,organisation of fishing,USE,fisheries policy,5641 fisheries,5641,56,"56 agriculture, forestry and fisheries"
12651,5764,organisation of health care,,,2841 health,2841,28,28 social questions
12652,2177,organisation of production,,,6406 production,6406,64,"64 production, technology and research"
12653,2178,organisation of professions,,,4426 labour law and labour relations,4426,44,44 employment and working conditions
12654,6302,organisation of research,,,6416 research and intellectual property,6416,64,"64 production, technology and research"
12655,2175,organisation of teaching,,,3216 organisation of teaching,3216,32,32 education and communications
12656,2181,organisation of transport,,,4811 organisation of transport,4811,48,48 transport
12657,2184,organisation of work,,,4416 organisation of work and working conditions,4416,44,44 employment and working conditions
12658,7948,organisational culture,,,4006 business organisation,4006,40,40 business and competition
12659,8428,organised civil society,USE,civil society,0431 politics and public safety,0431,04,04 politics
12660,5560,organised crime,,,2826 social affairs,2826,28,28 social questions
12661,4768,organised tour,USE,package travel,2826 social affairs,2826,28,28 social questions
12662,4189,organization,USE,organisation,4016 legal form of organisations,4016,40,40 business and competition
12663,2165,organization chart,USE,organisation chart,4021 management,4021,40,40 business and competition
12664,2186,organization of elections,USE,organisation of elections,0416 electoral procedure and voting,0416,04,04 politics
12665,5764,organization of health care,USE,organisation of health care,2841 health,2841,28,28 social questions
12666,2177,organization of production,USE,organisation of production,6406 production,6406,64,"64 production, technology and research"
12667,2178,organization of professions,USE,organisation of professions,4426 labour law and labour relations,4426,44,44 employment and working conditions
12668,2175,organization of teaching,USE,organisation of teaching,3216 organisation of teaching,3216,32,32 education and communications
12669,2181,organization of transport,USE,organisation of transport,4811 organisation of transport,4811,48,48 transport
12670,2184,organization of work,USE,organisation of work,4416 organisation of work and working conditions,4416,44,44 employment and working conditions
12671,4300,organizational structure,USE,company structure,4006 business organisation,4006,40,40 business and competition
12672,8428,organized civil society,USE,civil society,0431 politics and public safety,0431,04,04 politics
12673,5560,organized crime,USE,organised crime,2826 social affairs,2826,28,28 social questions
12674,2771,origin of goods,USE,originating product,2021 international trade,2021,20,20 trade
12675,2771,originating product,,,2021 international trade,2021,20,20 trade
12676,2197,orphan,,,2806 family,2806,28,28 social questions
12677,c_cbdf29ef,orphan disease,,,2841 health,2841,28,28 social questions
12678,c_6f563894,orphan drug,,,2841 health,2841,28,28 social questions
12679,c_6f563894,orphan medicinal product,USE,orphan drug,2841 health,2841,28,28 social questions
12680,c_6f563894,orphan medicine,USE,orphan drug,2841 health,2841,28,28 social questions
12681,2601,orphan's benefit,USE,survivor's benefit,2836 social protection,2836,28,28 social questions
12682,1274,orthoxylene,USE,hydrocarbon,6616 oil industry,6616,66,6616 oil industry
12683,5821,osteopath,USE,practitioner of alternative medicine,2841 health,2841,28,28 social questions
12684,4743,ostrich,USE,poultry,5631 agricultural activity,5631,56,"56 agriculture, forestry and fisheries"
12685,3664,other source of income,USE,supplementary income,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12686,6359,out country,USE,non-participating country,2406 monetary relations,2406,24,24 finance
12687,837,outbreak of a disease,USE,epidemic,2841 health,2841,28,28 social questions
12688,c_cef8ea9d,outcome-based regulation,USE,regulatory policy,0436 executive power and public service,0436,04,04 politics
12689,4668,outcry,USE,auction sale,2031 marketing,2031,20,20 trade
12690,4128,outermost area,USE,peripheral region,1616 regions and regional policy,1616,16,16 economics
12691,4128,outermost region,USE,peripheral region,1616 regions and regional policy,1616,16,16 economics
12692,3235,outflow of capital,,,2421 free movement of capital,2421,24,24 finance
12693,1778,outgoing cabinet,USE,elective office,0421 parliament,0421,04,04 politics
12694,1778,outgoing government,USE,elective office,0421 parliament,0421,04,04 politics
12695,1778,outgoing member,USE,elective office,0421 parliament,0421,04,04 politics
12696,1379,outline agreement,USE,framework agreement,0806 international affairs,0806,08,08 international relations
12697,1699,outline law,,,1206 sources and branches of the law,1206,12,12 law
12698,876,outpatients' clinic,USE,medical institution,2841 health,2841,28,28 social questions
12699,7949,outplacement,,,4406 employment,4406,44,44 employment and working conditions
12700,2638,output price,USE,producer price,2451 prices,2451,24,24 finance
12701,6913,outsourcing,,,6406 production,6406,64,"64 production, technology and research"
12702,2322,outward processing,,,2011 tariff policy,2011,20,20 trade
12703,2322,outward processing arrangements,USE,outward processing,2011 tariff policy,2011,20,20 trade
12704,2322,outward processing traffic,USE,outward processing,2011 tariff policy,2011,20,20 trade
12705,4335,over-exploitation of resources,,,5206 environmental policy,5206,52,52 environment
12706,4346,over-production,,,6406 production,6406,64,"64 production, technology and research"
12707,5733,over-the-counter drug,,,2841 health,2841,28,28 social questions
12708,5733,over-the-counter medicine,USE,over-the-counter drug,2841 health,2841,28,28 social questions
12709,5865,overbooking,USE,reservation,4811 organisation of transport,4811,48,48 transport
12710,4343,overcrowding,USE,overpopulation,2816 demography and population,2816,28,28 social questions
12711,286,overdraft,USE,short-term credit,2416 financial institutions and credit,2416,24,24 finance
12712,c_db56b1e0,overfishing,USE,illegal fishing,5641 fisheries,5641,56,"56 agriculture, forestry and fisheries"
12713,1083,overhead cost,USE,overheads,4026 accounting,4026,40,40 business and competition
12714,1832,overhead travelling crane,USE,hoisting equipment,6821 mechanical engineering,6821,68,68 industry
12715,1083,overheads,,,4026 accounting,4026,40,40 business and competition
12716,5564,overlapping of income,,,1626 national accounts,1626,16,16 economics
12717,331,overlapping pension entitlement,USE,cumulative pension entitlement,2836 social protection,2836,28,28 social questions
12718,4343,overpopulation,,,2816 demography and population,2816,28,28 social questions
12719,2296,overseas countries and territories,,,0436 executive power and public service,0436,04,04 politics
12720,391,overseas department (France),,,0436 executive power and public service,0436,04,04 politics
12721,1087,overseas territories of the French Republic,USE,French overseas collectivity,7241 overseas countries and territories,7241,72,72 geography
12722,4451,overseas territory,,,0436 executive power and public service,0436,04,04 politics
12723,481,overseer,USE,supervisor,4411 labour market,4411,44,44 employment and working conditions
12724,1243,overtime,,,4416 organisation of work and working conditions,4416,44,44 employment and working conditions
12725,3308,ovine insemination,USE,artificial insemination,5631 agricultural activity,5631,56,"56 agriculture, forestry and fisheries"
12726,2211,ovine species,USE,sheep,5626 means of agricultural production,5626,56,"56 agriculture, forestry and fisheries"
12727,4208,own consumption,,,2026 consumption,2026,20,20 trade
12728,3560,own resources,,,1021 EU finance,1021,10,1021 eu finance
12729,4530,own-account transport,,,4811 organisation of transport,4811,48,48 transport
12730,963,owner farming,,,5616 farming systems,5616,56,"56 agriculture, forestry and fisheries"
12731,3542,owner of a business,USE,entrepreneur,4006 business organisation,4006,40,40 business and competition
12732,3929,ownership,,,1211 civil law,1211,12,12 law
12733,5055,oxalic acid,USE,organic acid,6811 chemistry,6811,68,68 industry
12734,2213,oxide,,,6811 chemistry,6811,68,68 industry
12735,2214,oxygen,,,6811 chemistry,6811,68,68 industry
12736,c_623f2583,oyster,USE,bivalve mollusc,5641 fisheries,5641,56,"56 agriculture, forestry and fisheries"
12737,2999,oyster farming,USE,shellfish farming,5641 fisheries,5641,56,"56 agriculture, forestry and fisheries"
12738,2215,ozone,,,5211 natural environment,5211,52,52 environment
12739,83,pace of life,USE,living conditions,2821 social framework,2821,28,28 social questions
12740,3056,pacifism,,,0431 politics and public safety,0431,04,04 politics
12741,3056,pacifist movement,USE,pacifism,0431 politics and public safety,0431,04,04 politics
12742,4768,package holiday,USE,package travel,2826 social affairs,2826,28,28 social questions
12743,4768,package tour,USE,package travel,2826 social affairs,2826,28,28 social questions
12744,4768,package travel,,,2826 social affairs,2826,28,28 social questions
12745,2742,packaged product,,,2031 marketing,2031,20,20 trade
12746,720,packaging,,,2031 marketing,2031,20,20 trade
12747,2746,packaging article,USE,packaging product,2031 marketing,2031,20,20 trade
12748,2746,packaging materials,USE,packaging product,2031 marketing,2031,20,20 trade
12749,2746,packaging product,,,2031 marketing,2031,20,20 trade
12750,2742,packed product,USE,packaged product,2031 marketing,2031,20,20 trade
12751,3286,paediatrics,,,2841 health,2841,28,28 social questions
12752,6132,paedophilia,,,1216 criminal law,1216,12,12 law
12753,106,paid leave,,,4416 organisation of work and working conditions,4416,44,44 employment and working conditions
12754,5218,paid-up capital,USE,share capital,4006 business organisation,4006,40,40 business and competition
12755,3598,painter,USE,artistic profession,2831 culture and religion,2831,28,28 social questions
12756,4112,painting,,,2831 culture and religion,2831,28,28 social questions
12757,6916,painting in buildings,USE,building technique,6831 building and public works,6831,68,68 industry
12758,3811,paints and varnishes,,,6811 chemistry,6811,68,68 industry
12759,6570,palliative care,,,2841 health,2841,28,28 social questions
12760,2064,palm nut,,,6006 plant product,6006,60,60 agri-foodstuffs
12761,1270,palm oil,USE,vegetable oil,6016 processed agricultural produce,6016,60,60 agri-foodstuffs
12762,2008,pan-European movement,USE,European Movement,1016 European construction,1016,10,1016 european construction
12763,837,pandemic,USE,epidemic,2841 health,2841,28,28 social questions
12764,4676,pane of glass,USE,glass,6811 chemistry,6811,68,68 industry
12765,5340,papal act,,,3221 documentation,3221,32,32 education and communications
12766,5340,papal bull,USE,papal act,3221 documentation,3221,32,32 education and communications
12767,1120,papaw,USE,tropical fruit,6006 plant product,6006,60,60 agri-foodstuffs
12768,2228,paper,,,6836 wood industry,6836,68,68 industry
12769,1375,paper industry,USE,pulp and paper industry,6836 wood industry,6836,68,68 industry
12770,1972,paper money,,,2411 monetary economics,2411,24,24 finance
12771,1375,paper-making,USE,pulp and paper industry,6836 wood industry,6836,68,68 industry
12772,1375,paper-making industry,USE,pulp and paper industry,6836 wood industry,6836,68,68 industry
12773,3883,paperboard,,,6836 wood industry,6836,68,68 industry
12774,1375,paperboard industry,USE,pulp and paper industry,6836 wood industry,6836,68,68 industry
12775,1605,paprika,USE,fruit vegetable,6006 plant product,6006,60,60 agri-foodstuffs
12776,2240,par value of currencies,USE,exchange parity,2411 monetary economics,2411,24,24 finance
12777,6906,parabolic aerial,,,3226 communications,3226,32,32 education and communications
12778,6906,parabolic antenna,USE,parabolic aerial,3226 communications,3226,32,32 education and communications
12779,3769,paraffin,,,6616 oil industry,6616,66,6616 oil industry
12780,2230,parafiscal charge,USE,quasi-fiscal charge,2446 taxation,2446,24,24 finance
12781,2313,parallel school,USE,new educational methods,3206 education,3206,32,32 education and communications
12782,790,paramedical education,USE,paramedical training,3211 teaching,3211,32,32 education and communications
12783,2790,paramedical profession,,,2841 health,2841,28,28 social questions
12784,2790,paramedical staff,USE,paramedical profession,2841 health,2841,28,28 social questions
12785,790,paramedical training,,,3211 teaching,3211,32,32 education and communications
12786,3437,paramilitary force,,,0821 defence,0821,08,08 international relations
12787,1759,parasitic disease,USE,infectious disease,2841 health,2841,28,28 social questions
12788,2232,parasitology,,,3606 natural and applied sciences,3606,36,36 science
12789,1274,paraxylene,USE,hydrocarbon,6616 oil industry,6616,66,6616 oil industry
12790,2237,parcel of land,USE,plot,5616 farming systems,5616,56,"56 agriculture, forestry and fisheries"
12791,4133,parcel post,USE,postal service,3226 communications,3226,32,32 education and communications
12792,2597,pardon,USE,barring of penalties by limitation,1216 criminal law,1216,12,12 law
12793,4203,parent company,,,4006 business organisation,4006,40,40 business and competition
12794,7981,parental allowance,,,2836 social protection,2836,28,28 social questions
12795,3312,parental authority,,,2806 family,2806,28,28 social questions
12796,105,parental leave,,,2836 social protection,2836,28,28 social questions
12797,7981,parental leave allowance,USE,parental allowance,2836 social protection,2836,28,28 social questions
12798,3316,parental responsibility,,,2806 family,2806,28,28 social questions
12799,2239,parents,USE,relationship,2806 family,2806,28,28 social questions
12800,861,park,USE,green area,2846 construction and town planning,2846,28,28 social questions
12801,5429,parking,USE,parking area,2846 construction and town planning,2846,28,28 social questions
12802,5429,parking area,,,2846 construction and town planning,2846,28,28 social questions
12803,2663,parking charge,,,4806 transport policy,4806,48,48 transport
12804,2663,parking meter,USE,parking charge,4806 transport policy,4806,48,48 transport
12805,2242,parliament,,,0421 parliament,0421,04,04 politics
12806,1344,parliamentary allowance,,,0421 parliament,0421,04,04 politics
12807,5449,parliamentary assembly,,,0806 international affairs,0806,08,08 international relations
12808,5379,parliamentary chamber,,,0421 parliament,0421,04,04 politics
12809,18,parliamentary committee,,,0421 parliament,0421,04,04 politics
12810,190,parliamentary control,USE,parliamentary scrutiny,0421 parliament,0421,04,04 politics
12811,338,parliamentary debate,,,0426 parliamentary proceedings,0426,04,04 politics
12812,3040,parliamentary delegation,,,0421 parliament,0421,04,04 politics
12813,8424,parliamentary democracy,USE,representative democracy,0406 political framework,0406,04,04 politics
12814,6898,parliamentary diplomacy,,,0806 international affairs,0806,08,08 international relations
12815,493,parliamentary document,,,3221 documentation,3221,32,32 education and communications
12816,701,parliamentary election,,,0416 electoral procedure and voting,0416,04,04 politics
12817,1197,parliamentary group,USE,political group,0421 parliament,0421,04,04 politics
12818,1303,parliamentary immunity,,,0421 parliament,0421,04,04 politics
12819,6891,parliamentary inquiry,,,0421 parliament,0421,04,04 politics
12820,6891,parliamentary investigation,USE,parliamentary inquiry,0421 parliament,0421,04,04 politics
12821,527,parliamentary law,USE,constitutional law,1206 sources and branches of the law,1206,12,12 law
12822,6764,parliamentary library,,,3221 documentation,3221,32,32 education and communications
12823,1778,parliamentary mandate,USE,elective office,0421 parliament,0421,04,04 politics
12824,1966,parliamentary monarchy,USE,constitutional monarchy,0406 political framework,0406,04,04 politics
12825,41,parliamentary power,USE,powers of parliament,0421 parliament,0421,04,04 politics
12826,3049,parliamentary prerogative,USE,privilege,0421 parliament,0421,04,04 politics
12827,3049,parliamentary privilege,USE,privilege,0421 parliament,0421,04,04 politics
12828,2703,parliamentary procedure,,,0426 parliamentary proceedings,0426,04,04 politics
12829,2876,parliamentary question,,,0421 parliament,0421,04,04 politics
12830,5851,parliamentary rules of procedure,,,0426 parliamentary proceedings,0426,04,04 politics
12831,190,parliamentary scrutiny,,,0421 parliament,0421,04,04 politics
12832,4157,parliamentary seat,,,0416 electoral procedure and voting,0416,04,04 politics
12833,4147,parliamentary session,,,0426 parliamentary proceedings,0426,04,04 politics
12834,3984,parliamentary sitting,,,0426 parliamentary proceedings,0426,04,04 politics
12835,5851,parliamentary standing orders,USE,parliamentary rules of procedure,0426 parliamentary proceedings,0426,04,04 politics
12836,18,parliamentary sub-committee,USE,parliamentary committee,0421 parliament,0421,04,04 politics
12837,3020,parliamentary system,,,0406 political framework,0406,04,04 politics
12838,1558,parliamentary veto,USE,amendment,0426 parliamentary proceedings,0426,04,04 politics
12839,4762,parliamentary vote,,,0426 parliamentary proceedings,0426,04,04 politics
12840,3962,parole,USE,prison system,1216 criminal law,1216,12,12 law
12841,1607,parsnip,USE,root vegetable,6006 plant product,6006,60,60 agri-foodstuffs
12842,4548,part-time,USE,part-time employment,4406 employment,4406,44,44 employment and working conditions
12843,559,part-time agriculture,USE,part-time farming,5616 farming systems,5616,56,"56 agriculture, forestry and fisheries"
12844,4548,part-time employment,,,4406 employment,4406,44,44 employment and working conditions
12845,559,part-time farming,,,5616 farming systems,5616,56,"56 agriculture, forestry and fisheries"
12846,4548,part-time job,USE,part-time employment,4406 employment,4406,44,44 employment and working conditions
12847,4548,part-time work,USE,part-time employment,4406 employment,4406,44,44 employment and working conditions
